gene_154368	iLJ478.TM0296	24.9	237	172	3	27	259	33	267	2.35e-14	72.0
gene_4352764	iYS854.USA300HOU_RS01730	44.9	69	28	3	9	67	91	159	5.12e-08	47.0
gene_2388621	iLB1027_lipid.PHATRDRAFT_22453	31.6	595	291	11	15	508	1	580	4.69e-79	259
gene_2165896	iAF987.Gmet_1988	46.5	271	141	2	5	275	4	270	6.75e-79	239
gene_2165896	iHN637.CLJU_RS12010	42.0	274	155	2	4	277	5	274	1.85e-73	226
gene_459348	iAF692.Mbar_A2253	42.6	47	27	0	2	48	5	51	1.48e-06	42.0
gene_459348	STM_v1_0.STM3314	47.7	44	23	0	5	48	7	50	2.51e-05	38.5
gene_3988349	iML1515.b3885	28.4	190	129	3	8	196	4	187	1.82e-16	73.9
gene_1585540	iHN637.CLJU_RS07210	66.2	568	191	1	8	574	37	604	4.41e-284	787
gene_1585540	iCN900.CD630_34060	60.5	590	228	3	8	593	37	625	1.92e-271	755
gene_1585540	iLJ478.TM0010	59.8	590	235	2	5	593	5	593	1.35e-261	729
gene_2639193	iML1515.b3092	53.1	467	215	4	1	465	1	465	7.82e-179	508
gene_2639193	iSF_1195.SF3132	53.1	467	215	4	1	465	1	465	7.82e-179	508
gene_2639193	iSSON_1240.SSON_3245	53.1	467	215	4	1	465	1	465	7.82e-179	508
gene_2639193	iSbBS512_1146.SbBS512_E3528	52.9	467	216	4	1	465	1	465	3.16e-178	507
gene_2639193	iYL1228.KPN_03520	52.9	463	214	4	5	465	1	461	3.90e-178	506
gene_2639193	STM_v1_0.STM3137	52.2	469	218	6	1	465	1	467	1.04e-171	490
gene_2639193	iPC815.YPO0579	51.1	470	220	6	1	465	1	465	5.01e-167	478
gene_521267	iJN1463.PP_1376	32.5	123	79	3	267	386	74	195	5.22e-08	54.3
gene_4761697	iMM904.YGL148W	59.9	157	61	1	2	156	213	369	1.35e-57	183
gene_4761697	iLB1027_lipid.PHATRDRAFT_43429	55.4	157	68	1	1	155	231	387	1.34e-51	169
gene_4761697	iSynCJ816.SGL_RS06190	57.3	150	63	1	2	150	204	353	1.29e-51	167
gene_1107843	iAF987.Gmet_2727	34.5	113	69	2	156	268	291	398	5.60e-11	62.0
gene_1107843	iAF987.Gmet_1832	36.8	95	55	2	171	264	426	516	1.68e-09	57.8
gene_105721	iCHOv1.100753186	33.2	385	244	7	26	400	19	400	8.96e-69	222
gene_105721	iMM1415.19703	30.9	405	252	10	6	400	11	397	1.95e-61	203
gene_3936271	iSynCJ816.SGL_RS04620	35.1	291	168	2	24	294	46	335	3.68e-54	179
gene_3936271	iAF692.Mbar_A0993	31.6	272	174	3	29	290	50	319	1.83e-50	169
gene_4751066	iYS854.USA300HOU_RS13040	47.1	34	15	1	1	34	1	31	7.96e-04	33.5
gene_1566641	iEK1008.Rv1822	29.9	97	62	2	44	140	14	104	2.20e-05	44.3
gene_1835932	iML1515.b3885	32.6	43	29	0	29	71	136	178	2.32e-04	37.7
gene_5202802	iMM904.YJR121W	62.4	502	157	4	4	505	42	511	1.98e-211	594
gene_5202802	iCN900.CD630_34680	64.3	493	140	5	6	498	5	461	3.03e-211	592
gene_5202802	iMM1415.11947	62.9	502	154	4	2	503	57	526	4.32e-210	592
gene_5202802	iAT_PLT_636.506	62.9	502	154	4	2	503	57	526	8.68e-210	591
gene_5202802	iCHOv1.100763024	62.7	502	155	4	2	503	62	531	2.95e-209	590
gene_5202802	iAM_Pb448.PBANKA_145030	62.9	498	161	5	6	503	59	532	2.85e-209	590
gene_5202802	iAM_Pv461.PVX_100735	63.0	500	161	5	6	505	72	547	6.58e-209	589
gene_5202802	iHN637.CLJU_RS01190	64.0	495	140	4	6	500	5	461	1.00e-209	588
gene_5202802	iAM_Pf480.PF3D7_1235700	63.4	500	159	6	6	505	60	535	1.75e-208	588
gene_5202802	iAF987.Gmet_3406	62.3	504	150	4	1	500	1	468	7.13e-209	586
gene_5202802	iAM_Pc455.PCYB_146140	62.6	500	163	5	6	505	36	511	3.05e-208	586
gene_5202802	iLJ478.TM1610	61.8	498	153	6	5	501	6	467	5.09e-206	579
gene_5202802	iLB1027_lipid.PHATRDRAFT_54086	62.6	500	156	7	6	500	26	499	3.30e-205	578
gene_5202802	iML1515.b3732	60.6	495	157	4	6	500	4	460	9.09e-200	563
gene_5202802	STM_v1_0.STM3865	60.6	495	157	4	6	500	4	460	9.09e-200	563
gene_5202802	iSbBS512_1146.SbBS512_E4189	60.6	495	157	4	6	500	4	460	9.09e-200	563
gene_5202802	iSF_1195.SF3812	60.6	495	157	4	6	500	4	460	9.09e-200	563
gene_5202802	iSSON_1240.SSON_3887	60.6	495	157	4	6	500	4	460	9.09e-200	563
gene_5202802	iYO844.BSU36810	60.8	503	154	5	5	500	3	469	2.90e-199	562
gene_5202802	iSynCJ816.SGL_RS09705	60.7	501	164	4	6	502	11	482	8.30e-199	561
gene_5202802	iSDY_1059.SDY_4016	60.4	495	158	4	6	500	4	460	7.40e-199	560
gene_5202802	iYL1228.KPN_04137	60.0	495	160	4	6	500	4	460	2.11e-198	559
gene_5202802	iPC815.YPO4121	59.4	495	163	4	6	500	4	460	3.25e-195	551
gene_5202802	iNF517.LLMG_RS09735	58.4	500	169	5	5	500	3	467	8.41e-193	545
gene_5202802	iYS854.USA300HOU_RS11360	58.9	499	165	6	6	500	4	466	3.52e-192	544
gene_5202802	iIT341.HP1132	56.9	504	177	6	1	501	1	467	7.38e-189	535
gene_176996	iHN637.CLJU_RS05810	40.3	300	175	3	2	301	13	308	4.49e-69	216
gene_2177094	iYS854.USA300HOU_RS14480	26.8	235	153	7	57	279	50	277	4.90e-15	75.9
gene_2177094	iSynCJ816.SGL_RS10570	26.6	203	132	5	54	243	108	306	2.60e-13	70.9
gene_101828	iPC815.YPO3910	21.4	649	385	24	71	675	56	623	6.63e-17	84.3
gene_101828	iSDY_1059.SDY_3762	22.3	642	388	26	71	678	45	609	3.16e-15	79.0
gene_101828	iML1515.b3966	23.0	634	393	26	71	678	45	609	4.18e-15	78.6
gene_101828	iSSON_1240.SSON_4139	23.0	634	393	26	71	678	45	609	4.18e-15	78.6
gene_3369175	iLJ478.TM0076	30.0	894	414	27	28	857	4	749	1.26e-95	317
gene_3369175	iSSON_1240.SSON_2189	29.1	860	420	25	30	862	63	759	2.57e-92	307
gene_3369175	iSF_1195.SF2217	29.2	860	419	25	30	862	63	759	3.58e-92	307
gene_3369175	iML1515.b2132	29.1	860	420	25	30	862	63	759	4.97e-92	306
gene_3369175	iSbBS512_1146.SbBS512_E0841	29.1	860	420	25	30	862	63	759	6.90e-92	306
gene_3369175	iSDY_1059.SDY_2156	29.1	860	420	25	30	862	63	759	6.90e-92	306
gene_3369175	iJN1463.PP_1403	28.7	847	418	24	44	866	79	763	2.40e-88	296
gene_3369175	iYL1228.KPN_02568	29.0	827	403	24	52	855	89	754	3.42e-87	293
gene_522587	iSynCJ816.SGL_RS13900	25.4	291	181	8	96	373	84	351	1.69e-13	71.2
gene_3382111	iML1515.b1617	24.4	438	289	11	43	450	15	440	5.34e-30	124
gene_2086026	iSynCJ816.SGL_RS12975	35.5	124	72	2	254	377	234	349	1.92e-12	68.2
gene_4903336	iAF987.Gmet_1168	33.3	246	154	3	6	251	8	243	1.15e-36	134
gene_4903336	iAF987.Gmet_1888	31.2	234	151	3	3	236	8	231	3.00e-36	129
gene_1934268	iCN900.CD630_01080	42.9	791	386	15	1	734	1	782	4.84e-201	587
gene_4114605	iCN718.ABAYE_RS13810	62.5	440	165	0	4	443	22	461	1.29e-203	570
gene_4114605	iJN1463.PP_0675	61.0	438	171	0	7	444	12	449	4.16e-199	558
gene_4114605	STM_v1_0.STM1299	58.4	438	181	1	7	444	11	447	3.86e-187	528
gene_4114605	iPC815.YPO3971	60.0	438	174	1	7	444	11	447	5.47e-187	527
gene_4114605	iYL1228.KPN_01210	57.8	438	184	1	7	444	11	447	5.15e-185	522
gene_4114605	iSDY_1059.SDY_1514	56.8	438	188	1	7	444	11	447	1.96e-182	516
gene_4114605	iSbBS512_1146.SbBS512_E2014	56.8	438	188	1	7	444	11	447	3.94e-182	515
gene_4114605	iSSON_1240.SSON_1395	57.1	438	187	1	7	444	11	447	3.94e-182	515
gene_4114605	iML1515.b1761	57.1	438	187	1	7	444	11	447	5.59e-182	514
gene_2971641	iSDY_1059.SDY_1022	23.2	228	135	8	96	300	13	223	1.69e-04	45.4
gene_2971641	STM_v1_0.STM2777	22.4	210	132	5	110	300	27	224	2.22e-04	45.1
gene_4550886	iYS854.USA300HOU_RS12020	51.5	33	16	0	25	57	2	34	2.87e-05	38.9
gene_4550886	iCN900.CD630_01030	45.7	35	19	0	23	57	1	35	3.87e-05	38.5
gene_3599845	iMM1415.15212	23.1	394	238	13	76	412	108	493	1.06e-20	95.9
gene_3599845	iCHOv1.100756663	24.3	251	167	6	75	305	102	349	1.74e-19	92.0
gene_3599845	iCHOv1.100766960	25.2	234	152	6	75	288	109	339	2.64e-19	91.7
gene_3599845	iCHOv1.100756951	23.9	251	168	6	75	305	102	349	4.07e-19	90.9
gene_1789016	iYO844.BSU03070	25.7	409	295	6	10	414	13	416	2.29e-32	128
gene_3257472	iPC815.YPO1545	51.5	33	16	0	1	33	1	33	4.86e-06	39.7
gene_2648328	iCN718.ABAYE_RS18875	41.2	468	255	6	156	616	141	595	5.36e-107	336
gene_2648328	iJN1463.PP_1805	43.5	423	216	6	192	595	212	630	3.41e-98	315
gene_1246960	iCHOv1.100759926	63.5	507	171	3	15	517	43	539	3.91e-226	633
gene_1246960	iAT_PLT_636.5096	60.5	527	174	4	15	517	43	559	1.76e-217	612
gene_1246960	iLJ478.TM0716	58.6	512	211	1	6	517	5	515	4.12e-210	592
gene_1246960	iLB1027_lipid.PHATRDRAFT_45886	59.5	509	194	3	11	517	83	581	2.71e-207	587
gene_4932819	iYS854.USA300HOU_RS10275	34.8	161	103	1	2	160	1	161	4.10e-25	94.4
gene_2842512	iCN718.ABAYE_RS14190	57.1	28	12	0	1	28	224	251	8.76e-05	36.2
gene_2842512	iEK1008.Rv1714	50.0	30	15	0	1	30	240	269	2.26e-04	35.0
gene_2842512	iEK1008.Rv1483	44.4	27	15	0	1	27	216	242	3.09e-04	34.7
gene_2842512	iEK1008.Rv1928c	53.6	28	13	0	1	28	225	252	4.24e-04	34.3
gene_2842512	iJN1463.PP_1914	44.4	27	15	0	1	27	217	243	7.96e-04	33.5
gene_3280837	iSynCJ816.SGL_RS14400	32.2	600	355	15	14	587	10	583	5.65e-78	263
gene_715440	iAF987.Gmet_1677	56.7	224	95	2	1	224	1	222	2.28e-85	261
gene_715440	iNF517.LLMG_RS05575	52.2	224	106	1	1	224	3	225	1.93e-79	246
gene_5155241	iYL1228.KPN_03029	44.1	885	449	22	6	867	7	868	4.98e-220	644
gene_5155241	iSF_1195.SF2720	44.3	884	448	21	6	867	7	868	8.16e-219	641
gene_5155241	iSSON_1240.SSON_2841	44.2	884	449	21	6	867	7	868	8.16e-219	641
gene_5155241	iSbBS512_1146.SbBS512_E3180	44.2	884	449	21	6	867	7	868	1.15e-218	640
gene_5155241	iSDY_1059.SDY_2893	44.1	884	450	20	6	867	7	868	1.15e-218	640
gene_5155241	STM_v1_0.STM2827	44.2	885	448	22	6	867	7	868	1.30e-217	638
gene_5155241	iAF987.Gmet_0201	43.0	894	468	18	2	871	1	876	5.81e-213	626
gene_5155241	iPC815.YPO3305	42.2	891	457	22	6	867	7	868	3.98e-210	619
gene_5155241	iJN1463.PP_4474	42.4	885	465	18	2	863	1	863	6.06e-206	608
gene_5155241	iCN718.ABAYE_RS13005	42.3	882	453	23	2	852	1	857	1.85e-196	583
